rotationRate_x,rotationRate_y,rotationRate_z,acceleration_x,acceleration_y,acceleration_z,relativeAltitude
0.0601723,0.0036556,0.577092,0.0180171,-0.110499,-0.0117097,0
0.0735406,0.111778,0.489582,0.0120865,-0.111174,-0.0309378,0
0.0605148,0.168854,0.486758,0.0420994,-0.106925,-0.0240894,0
0.094018,0.219388,0.499797,0.0331526,-0.0939988,-0.0255642,0
0.161484,0.214118,0.471135,0.0139974,-0.0895559,-0.032096,0
0.188892,0.172443,0.488107,0.0161677,-0.0786235,-0.0314968,0
0.18996,0.135943,0.494576,0.021431,-0.0627905,-0.0444461,0
0.187888,0.156678,0.397752,0.00442711,-0.0599169,-0.0585837,0
0.129059,0.183662,0.364019,0.0153537,-0.0602997,-0.0676445,0
-0.0577438,0.42011,0.347474,0.0141857,-0.0631519,-0.0951105,0
-0.31316,0.679256,0.372614,0.00250839,-0.0599346,-0.116158,0
-0.580598,0.663358,0.320112,-0.0451498,-0.0699116,-0.140813,0
-0.772098,0.134457,0.0951083,-0.12965,-0.0658145,-0.198041,0
-0.689925,-0.568194,-0.144975,-0.125354,-0.0644918,-0.291591,0
-0.315838,-0.857572,-0.240846,-0.0768246,-0.0353023,-0.419109,0
0.100416,-0.730937,-0.165966,-0.0693109,0.0637356,-0.462283,0
0.423415,-0.13752,-0.0260737,-0.0846699,0.146686,-0.40726,0
0.602136,0.567066,0.0771059,-0.11928,0.191534,-0.255625,0
0.588224,0.799532,0.134403,-0.174411,0.212391,-0.0281383,0
0.487595,0.558125,0.104434,-0.216291,0.191147,0.148445,0
0.411504,0.00892946,-0.0712014,-0.249906,0.158545,0.218782,0
0.404936,-0.535951,-0.441085,-0.279344,0.135536,0.20391,0
0.337829,-0.834463,-0.829313,-0.263964,0.145895,0.171757,0
0.146559,-0.840494,-1.05408,-0.179278,0.184202,0.1448,0
-0.0470957,-0.613522,-1.08019,-0.0700502,0.219124,0.112329,0
-0.164846,-0.285701,-0.982538,0.0227769,0.242384,0.0857785,0
-0.143386,-0.0104195,-0.823275,0.100296,0.235417,0.0615805,0
-0.0669171,0.0256296,-0.624427,0.162622,0.212924,0.0813829,0
-0.0344758,-0.142597,-0.420401,0.191326,0.188943,0.117923,0
-0.0499974,-0.322909,-0.242338,0.194735,0.151947,0.124492,0
-0.057891,-0.375931,-0.139771,0.163796,0.117093,0.0918733,0
-0.106913,-0.313614,-0.0933587,0.147173,0.0864165,0.0681645,0
-0.233978,-0.197295,-0.0606475,0.142131,0.0595542,0.0647818,0
-0.3678,-0.0533009,-0.0251669,0.135969,0.0369356,0.0547552,0
-0.453829,0.0875622,0.00716403,0.126018,0.011551,0.0345719,0
-0.502424,0.108784,0.0459707,0.108664,-0.00520162,0.0203208,0
-0.502247,0.0567444,0.0948289,0.0995541,-0.0238269,0.0147241,0
-0.380007,-0.06119,0.157641,0.110094,-0.0385469,-0.00846928,0
-0.223791,-0.0557672,0.256813,0.126168,-0.0444733,-0.0206714,0
-0.152938,0.00601277,0.371967,0.124138,-0.0387927,-0.00449222,0
-0.1448,0.090652,0.492896,0.125656,-0.0445641,0.0196907,0
-0.144183,0.1198,0.579015,0.11898,-0.0541155,0.0386133,0
-0.10298,0.0949498,0.670117,0.111377,-0.0638112,0.0433262,0
0.021185,0.010012,0.763297,0.106998,-0.0745794,0.0189404,0
0.167672,-0.0915226,0.832868,0.0866966,-0.0786899,-0.0225289,0
0.29907,-0.0904656,0.849083,0.05663,-0.0933828,-0.086041,0
0.348343,-0.114738,0.821809,0.0493943,-0.105742,-0.139707,0
0.255436,-0.0664726,0.784369,0.0496535,-0.105215,-0.201492,0
0.072726,0.156329,0.721242,0.0607887,-0.124238,-0.296783,0
-0.0625887,0.485074,0.654184,0.0885932,-0.146797,-0.401498,0
-0.135538,0.609982,0.602194,0.0778135,-0.132958,-0.465618,0
-0.135538,0.609982,0.602194,0.0778135,-0.132958,-0.465618,0.0185089
-0.18498,0.321784,0.59898,0.0764882,-0.0895137,-0.478789,0.0185089
