attitude_roll,attitude_pitch,attitude_yaw,rotationRate_x,rotationRate_y,rotationRate_z,acceleration_x,acceleration_y,acceleration_z
0.324424,0.679841,-0.11562,-0.495984,0.217693,0.150769,0.0836647,0.0011518,0.199828
0.315296,0.673302,-0.104728,-0.392574,-0.359532,0.459361,0.133888,0.0270285,0.250599
0.296986,0.669932,-0.0884531,-0.337273,-0.402116,0.614605,0.0523336,-0.00173259,0.190344
0.280614,0.666217,-0.0717651,-0.414792,-0.172462,0.505674,-0.0511605,-0.0616712,0.176725
0.271783,0.659054,-0.0589946,-0.544471,0.0695527,0.271168,-0.115595,-0.084362,0.184648
0.270603,0.648697,-0.051171,-0.614403,0.263772,0.0692845,-0.11223,-0.067406,0.181234
0.273314,0.636771,-0.0461172,-0.641914,0.288274,0.0295331,-0.0597669,-0.00398487,0.20333
0.275017,0.624888,-0.0400738,-0.632086,0.242564,0.124601,-0.0291907,0.0586542,0.221469
0.274755,0.614427,-0.0318134,-0.557592,0.213879,0.238957,-0.0311223,0.10919,0.236682
0.272882,0.605974,-0.0214061,-0.496309,0.204744,0.349297,-0.0503328,0.148512,0.277588
0.270891,0.598924,-0.00936098,-0.455624,0.286953,0.41286,-0.0822047,0.168307,0.315766
0.269661,0.592506,0.00335191,-0.458294,0.286934,0.431103,-0.101213,0.197404,0.387028
0.267483,0.585452,0.0166562,-0.529615,0.2225,0.45507,-0.0900235,0.218684,0.471869
0.262709,0.577065,0.0312202,-0.593154,0.0884599,0.507553,-0.073296,0.23978,0.514773
0.254339,0.568169,0.0474923,-0.623252,-0.0240932,0.586343,-0.0598536,0.260425,0.520072
0.244068,0.558365,0.0651347,-0.70775,-0.048853,0.609747,-0.0723977,0.265335,0.520832
0.234042,0.546155,0.0830325,-0.845393,-0.037053,0.584454,-0.0682,0.261395,0.506859
0.22415,0.530889,0.100585,-0.989082,-0.0435521,0.536587,-0.0600912,0.252486,0.4591
0.216273,0.512123,0.117291,-1.19247,0.143654,0.462929,-0.0114469,0.206292,0.37267
0.213965,0.486525,0.133427,-1.66502,0.33273,0.389693,0.0417341,0.210218,0.280248
0.208797,0.450097,0.151584,-2.23466,-0.149027,0.433656,0.151374,0.238276,0.0901386
0.18768,0.403984,0.171218,-2.61852,-1.18996,0.372446,0.188333,0.235584,-0.227504
0.150225,0.351646,0.186591,-2.7777,-1.85286,0.135119,0.16806,0.210868,-0.696324
0.111079,0.296496,0.195349,-2.78367,-1.70208,0.00855673,0.188038,0.176967,-1.14752
0.0819763,0.243686,0.200873,-2.49134,-0.985263,0.0254644,0.161563,0.163675,-1.4879
0.0710516,0.198972,0.20581,-2.0107,-0.0285626,0.139926,0.0707134,0.152755,-1.55983
0.0763221,0.164201,0.213063,-1.52377,0.6305,0.3199,0.0346866,0.0219235,-1.40422
0.0907365,0.139379,0.222043,-1.02863,0.911135,0.3292,-0.0163233,-0.127185,-1.12746
0.109337,0.124062,0.228981,-0.595996,1.01362,0.200022,-0.0715375,-0.203221,-0.801514
0.128329,0.114855,0.233032,-0.404676,0.91991,0.11188,-0.0600106,-0.223853,-0.454012
0.144773,0.107765,0.236357,-0.35379,0.76512,0.132306,-0.0342853,-0.238589,-0.180081
0.157682,0.101705,0.24053,-0.308878,0.558577,0.198841,-0.0298447,-0.237414,0.00817108
0.165789,0.09735,0.246446,-0.203634,0.318899,0.319442,-0.0268898,-0.247149,0.12412
0.16934,0.0962844,0.254263,-0.0254081,0.105149,0.42571,-0.0436977,-0.246104,0.204535
0.168695,0.0995479,0.263093,0.199777,-0.0575264,0.49545,-0.0553703,-0.245633,0.263914
0.164857,0.106868,0.272477,0.341731,-0.25354,0.547361,-0.0373816,-0.237863,0.359751
0.156077,0.115514,0.282457,0.330716,-0.513157,0.56976,-0.006505,-0.222541,0.450118
0.142103,0.122427,0.29266,0.189986,-0.759407,0.528655,0.0256947,-0.216716,0.489713
0.12347,0.125893,0.302205,0.043291,-0.980368,0.458898,0.0529739,-0.17905,0.445288
0.10196,0.127478,0.310622,0.0433093,-1.02784,0.392072,0.072642,-0.131839,0.300608
0.081094,0.129692,0.317983,0.10018,-1.00441,0.365994,0.135282,-0.0992627,0.184129
0.0591455,0.132655,0.325335,0.155883,-1.07566,0.393254,0.197603,-0.0730865,0.0932561
0.0377088,0.137538,0.333582,0.318025,-0.933136,0.451162,0.217234,-0.0461231,-0.0152745
0.0212546,0.146658,0.342728,0.580096,-0.558364,0.473196,0.173143,-0.00630258,-0.0885341
0.0140798,0.161359,0.35149,0.878183,-0.0125409,0.403963,0.113179,0.00511131,-0.0816304
0.0174391,0.181412,0.357986,1.08934,0.411082,0.264534,0.0767048,0.016158,0.057888
0.0268271,0.203523,0.361685,1.10338,0.551051,0.160545,0.0848595,0.0360289,0.242421
