attitude_roll,attitude_pitch,attitude_yaw,rotationRate_x,rotationRate_y,rotationRate_z,acceleration_x,acceleration_y,acceleration_z
0.270659,0.0864533,-0.0117788,-0.311609,-0.246377,-0.379707,-0.00387114,-0.0925484,0.0162858
0.265749,0.0790497,-0.016961,-0.250612,-0.302477,-0.308975,-0.0283528,-0.0718352,-0.0313728
0.258982,0.0737593,-0.0211899,-0.152572,-0.382463,-0.24128,-0.0386187,-0.049919,-0.0399444
0.2522,0.0703098,-0.0250646,-0.0848295,-0.313261,-0.22149,-0.0672475,-0.0356593,0.0133212
0.247382,0.0680038,-0.0290528,-0.0437828,-0.173826,-0.213003,-0.0939254,-0.0508078,0.0413361
0.23984,0.0663535,-0.032686,-0.0727395,-0.766378,-0.214081,-0.107996,-0.0517218,-0.196243
0.222339,0.0618832,-0.0373007,-0.233025,-0.967457,-0.328439,-0.0262272,-0.00419628,-0.0454342
0.203225,0.0554696,-0.04387,-0.248084,-0.932453,-0.431749,-0.0401725,-0.0658967,0.052484
0.186253,0.0483896,-0.0505889,-0.319405,-0.798982,-0.328251,-0.096125,-0.110107,0.0661494
0.171981,0.0410097,-0.0544988,-0.303271,-0.63135,-0.196984,-0.075257,-0.116625,0.0598282
0.161392,0.0359443,-0.0566999,-0.143251,-0.429326,-0.0982051,-0.0519156,-0.104322,0.0248497
0.15536,0.034855,-0.0568892,0.0136922,-0.164429,0.0668674,-0.0304815,-0.118686,-0.0182137
0.154465,0.0351912,-0.0540876,-0.0557761,0.0881664,0.200256,-0.0451134,-0.0519438,-0.00578862
0.158338,0.0340092,-0.0494461,-0.0912098,0.315109,0.218844,-0.0351649,0.0615295,0.0320551
0.167534,0.0346738,-0.0454348,0.12246,0.607225,0.180492,0.0204974,0.0332936,-0.0176913
0.181743,0.0402413,-0.0430767,0.378506,0.830852,0.160625,0.00825986,0.0512015,-0.0746545
0.199178,0.0495484,-0.0423435,0.459032,0.783201,0.0318835,0.0670271,0.119108,-0.151451
0.206721,0.0530858,-0.046315,0.047571,0.042762,-0.21885,0.110497,0.100928,-0.303263
0.206418,0.0543144,-0.049037,0.24314,0.0113735,0.0123581,0.014753,-0.0820648,-0.0171636
0.211846,0.065914,-0.0488837,0.919509,0.545178,0.218453,0.00917064,-0.106161,0.149853
0.224761,0.0881643,-0.0493471,1.04762,0.557195,0.222684,0.0718616,-0.0765769,-0.035378
0.233951,0.109162,-0.0453363,0.84136,0.561782,0.597025,-0.061666,-0.10654,-0.00983876
0.24622,0.126599,-0.0353295,0.618863,0.734237,0.748709,-0.110305,-0.00537683,0.0130281
0.262978,0.140191,-0.0225819,0.312391,1.0888,0.841535,-0.118414,-0.0198132,0.0467535
0.286108,0.146848,-0.00302804,-0.198414,1.5732,1.26104,-0.11918,-0.133616,0.051609
0.319755,0.146297,0.0285489,-0.815409,2.0377,1.49901,0.164213,-0.242133,0.131051
0.349459,0.132602,0.0571403,-1.24626,1.22125,0.580812,0.188539,0.130429,0.00264454
0.360912,0.113254,0.0696013,-0.97789,0.127648,0.0527106,0.0518445,0.0512746,0.00557035
0.355527,0.0986902,0.0751144,-0.538484,-0.553769,-0.0427604,-0.0399637,0.0975231,0.00370228
0.343928,0.0914379,0.0758625,-0.139547,-0.592418,-0.13277,-0.113672,0.0892812,0.127141
0.33115,0.0955707,0.0689925,0.78535,-0.506059,-0.37247,-0.187829,0.0926788,-0.0367349
0.32771,0.113677,0.0537232,1.29038,-0.0829534,-0.442711,-0.142384,0.0455922,0.0409214
0.33043,0.135355,0.0369044,1.20227,0.152253,-0.449883,-0.114573,0.00364059,0.0610304
0.337674,0.151272,0.0205315,0.818379,0.329025,-0.546925,-0.0979571,0.0271915,0.0637342
0.346473,0.162703,0.00490178,0.844368,0.238796,-0.523617,-0.106018,-0.0585948,0.0666886
0.351854,0.176318,-0.0128963,0.970279,0.00468904,-0.677862,-0.0749978,-0.0615172,0.0512567
0.356036,0.188318,-0.0339598,0.87273,0.0928729,-0.837516,-0.0861586,-0.0250581,0.10733
0.363975,0.197437,-0.0579036,0.831289,0.222294,-1.02708,-0.0825509,-0.0097606,0.134947
0.370607,0.207059,-0.0863848,0.994894,-0.323388,-1.23719,-0.0384512,-0.042663,0.135144
