rotationRate_x,rotationRate_y,rotationRate_z,acceleration_x,acceleration_y,acceleration_z,relativeAltitude,altitude_pressure
-1.18442,0.123377,-0.676606,0.150898,0.118793,-0.801038,0.001,0.0001
-1.00243,0.373751,-0.129356,0.309249,0.197156,-0.847225,0.001,0.0001
-0.466403,0.316444,0.37219,0.288244,0.216638,-0.807266,0.001,0.0001
0.0556817,0.117926,0.643409,0.191117,0.162803,-0.65247,0.001,0.0001
0.243351,0.00113745,0.718308,0.104,0.0765814,-0.39817,0.001,0.0001
0.297682,-0.0620198,0.765411,0.0722466,0.0368932,-0.187838,0.001,0.0001
0.39018,-0.0364848,0.8415,0.0593068,0.0302043,-0.0409234,0.001,0.0001
0.483522,0.0649034,0.976976,0.062279,0.0348525,0.100257,0.001,0.0001
0.529932,0.252966,1.06894,0.0303192,0.015154,0.230894,0.001,0.0001
0.494408,0.334947,1.03537,-0.0397997,0.00216764,0.369548,0.001,0.0001
0.439883,0.37339,0.826235,-0.110297,-0.0107341,0.441809,0.001,0.0001
0.391162,0.297915,0.578809,-0.126095,-0.0145161,0.485009,0.001,0.0001
0.329224,-0.0362561,0.35536,-0.0898363,0.000592291,0.507589,0.001,0.0001
0.328853,-0.168695,0.249534,-0.0420533,0.0205824,0.466256,0.001,0.0001
0.361766,-0.217364,0.140053,-0.0316476,0.049983,0.425682,0.001,0.0001
0.420236,-0.152011,-0.06218,-0.0431264,0.0506175,0.38344,0.001,0.0001
0.381364,-0.161562,-0.279973,-0.0427117,0.0544523,0.389086,0.001,0.0001
0.226763,-0.277423,-0.470929,-0.0155414,0.0599734,0.404466,0.001,0.0001
0.153606,-0.401999,-0.535794,0.0470033,0.078461,0.341214,0.001,0.0001
0.218328,-0.415518,-0.517264,0.0904865,0.113735,0.237466,0.001,0.0001
0.320677,-0.239775,-0.430074,0.102683,0.144408,0.158547,0.001,0.0001
0.370726,0.119699,-0.329926,0.106548,0.138947,0.138008,0.001,0.0001
0.241071,0.323445,-0.343857,0.109828,0.0760913,0.185735,0.001,0.0001
-0.0749481,0.342941,-0.351454,0.149978,-0.00885507,0.20546,0.001,0.0001
-0.349065,0.297154,-0.23493,0.261088,-0.0915975,0.097443,0.001,0.0001
-0.796148,-0.0342356,-0.0791058,0.334045,-0.13584,-0.034627,0.001,0.0001
-1.30331,-0.390566,0.093838,0.309143,-0.162319,-0.250422,0.001,0.0001
-1.27737,-0.438662,0.275902,0.256399,-0.161493,-0.663583,0.001,0.0001
-0.796262,-0.222859,0.479166,0.208551,-0.151291,-1.00461,0.001,0.0001
-0.43072,0.183145,0.661209,0.113086,-0.129927,-1.08497,0.001,0.0001
-0.48684,0.539185,0.777967,-0.0374009,-0.0987674,-0.934584,0.001,0.0001
-0.480482,0.795314,0.816121,-0.163109,-0.115223,-0.802525,0.001,0.0001
-0.0432618,0.963786,0.75148,-0.249788,-0.139899,-0.738814,0.001,0.0001
0.641244,1.08684,0.736268,-0.260103,-0.142271,-0.590997,0.001,0.0001
1.1686,1.18433,0.708827,-0.284228,-0.11006,-0.296077,0.001,0.0001
1.37199,1.20414,0.67624,-0.295082,-0.0651804,0.051846,0.001,0.0001
1.34321,1.12971,0.566747,-0.312289,-0.0356729,0.323881,0.001,0.0001
1.21457,0.95724,0.44554,-0.305462,0.000447035,0.492846,0.001,0.0001
1.10974,0.799348,0.308051,-0.291219,0.0376384,0.57558,0.001,0.0001
1.03653,0.61309,0.195309,-0.267234,0.0830944,0.618083,0.001,0.0001
1.01157,0.385607,0.172752,-0.230477,0.13326,0.631653,0.001,0.0001
1.03525,0.0976264,0.197282,-0.18828,0.183125,0.62113,0.001,0.0001
1.07053,-0.101775,0.274845,-0.148784,0.221086,0.583551,0.001,0.0001
0.962347,-0.244616,0.372261,-0.127062,0.262711,0.583355,0.001,0.0001
0.803449,-0.353598,0.440879,-0.096181,0.275364,0.54617,0.001,0.0001
0.661984,-0.347031,0.499214,-0.0674299,0.268376,0.466009,0.001,0.0001
0.481712,-0.498919,0.508125,-0.046387,0.261922,0.370738,0.001,0.0001
0.211329,-0.496387,0.416899,-0.0382333,0.195285,0.218483,0.001,0.0001
-0.391145,-0.608343,0.188908,-0.0514916,0.157291,0.102922,0.001,0.0001
-1.27482,-1.0074,-0.0931469,-0.0484792,0.112511,-0.0368066,0.001,0.0001
-1.72788,-1.30677,-0.342536,-0.029017,0.0682415,-0.417149,0.001,0.0001
-1.45388,-1.30075,-0.474478,0.00785623,0.0947697,-0.873417,0.001,0.0001
-1.45388,-1.30075,-0.474478,0.00785623,0.0947697,-0.873417,-0.0634155,0.000732422
-0.938721,-0.885378,-0.468074,0.0224619,0.168258,-1.09537,-0.0634155,0.000732422
-0.805488,-0.221853,-0.403423,0.0131481,0.196468,-0.983803,-0.0634155,0.000732422
-0.955051,0.22023,-0.300381,0.0259251,0.158751,-0.712151,-0.0634155,0.000732422
-0.850075,0.432738,-0.166521,0.0518459,0.0940198,-0.509656,-0.0634155,0.000732422
-0.562997,0.45446,-0.00947215,0.0431818,0.0373389,-0.303567,-0.0634155,0.000732422
-0.292245,0.458796,0.0989007,-0.0060977,-0.0272107,-0.0669318,-0.0634155,0.000732422
-0.180327,0.465555,0.0787882,-0.0654726,-0.0842508,0.16677,-0.0634155,0.000732422
-0.21637,0.343929,0.00115852,-0.0988128,-0.13283,0.357028,-0.0634155,0.000732422
-0.235102,0.17778,-0.112402,-0.0956875,-0.159512,0.462884,-0.0634155,0.000732422
-0.203207,-0.0848447,-0.193353,-0.0644309,-0.169707,0.517018,-0.0634155,0.000732422
-0.0539122,-0.343485,-0.246632,-0.0350628,-0.165211,0.529903,-0.0634155,0.000732422
0.18304,-0.535868,-0.230823,-0.01109,-0.135795,0.51854,-0.0634155,0.000732422
0.480627,-0.714604,-0.251214,-0.0321868,-0.0962708,0.500574,-0.0634155,0.000732422
0.717931,-0.895104,-0.347265,-0.0551308,-0.0636323,0.485307,-0.0634155,0.000732422
0.865128,-1.05225,-0.387615,-0.0183118,-0.017221,0.468218,-0.0634155,0.000732422
0.989483,-0.906867,-0.361751,0.0173122,0.0437117,0.40702,-0.0634155,0.000732422
0.837541,-0.365354,-0.415994,0.019935,0.068805,0.365313,-0.0634155,0.000732422
0.388024,0.306739,-0.515271,0.102696,-0.00603724,0.312702,-0.0634155,0.000732422
-0.269946,0.46552,-0.527286,0.188683,-0.0668881,0.249424,-0.0634155,0.000732422
-0.998355,-0.359532,-0.762119,0.0482852,-0.0435941,0.107252,-0.0634155,0.000732422
-1.3815,-0.781774,-1.26677,-0.117674,-0.0406127,-0.252654,-0.0634155,0.000732422
-1.3802,-0.600402,-1.40609,-0.0551119,0.0308892,-0.608344,-0.0634155,0.000732422
-1.16387,-0.121796,-1.18669,0.0298599,0.178717,-0.757675,-0.0634155,0.000732422
-0.949775,0.487942,-0.675527,0.108633,0.203878,-0.729282,-0.0634155,0.000732422
-0.492282,1.0908,-0.219673,0.112977,0.139002,-0.636036,-0.0634155,0.000732422
0.168529,1.29093,0.145178,0.119023,0.0543911,-0.441522,-0.0634155,0.000732422
0.699643,1.03413,0.517772,0.119053,0.0254509,-0.151696,-0.0634155,0.000732422
0.964117,0.573251,0.770492,0.0548343,-0.0296414,0.103984,-0.0634155,0.000732422
0.928771,0.085196,0.821611,-0.0521766,-0.0970994,0.275111,-0.0634155,0.000732422
0.783099,-0.170396,0.64553,-0.168302,-0.150304,0.315825,-0.0634155,0.000732422
0.582451,-0.255155,0.336879,-0.245072,-0.18346,0.299632,-0.0634155,0.000732422
0.363352,-0.239191,-0.0529472,-0.268963,-0.207692,0.20303,-0.0634155,0.000732422
0.080869,-0.254482,-0.416943,-0.243583,-0.194626,0.0783702,-0.0634155,0.000732422
-0.113067,-0.389878,-0.634692,-0.174024,-0.132047,-0.0998973,-0.0634155,0.000732422
-0.140066,-0.489831,-0.836811,-0.164424,-0.0532788,-0.329426,-0.0634155,0.000732422
-0.238936,-0.490423,-0.919186,-0.112538,0.0076758,-0.461296,-0.0634155,0.000732422
-0.2429,-0.187943,-0.897909,-0.0485111,0.072956,-0.557391,-0.0634155,0.000732422
-0.276433,0.0300872,-0.789595,0.0356137,0.100084,-0.541957,-0.0634155,0.000732422
-0.38864,-0.0428685,-0.622647,0.0779581,0.100267,-0.439959,-0.0634155,0.000732422
-0.407803,-0.151184,-0.523048,0.0515962,0.098415,-0.388957,-0.0634155,0.000732422
-0.338005,-0.175588,-0.469362,0.040753,0.0722157,-0.343328,-0.0634155,0.000732422
-0.169102,-0.0993115,-0.355979,0.0666174,0.0550158,-0.285115,-0.0634155,0.000732422
0.0691443,-0.0357493,-0.184344,0.0925062,0.0628103,-0.180121,-0.0634155,0.000732422
0.263569,0.0676521,0.0130112,0.110805,0.0521923,-0.0396724,-0.0634155,0.000732422
0.374118,0.0967003,0.162923,0.088151,0.0357751,0.126341,-0.0634155,0.000732422
0.372454,0.0477377,0.215768,0.0613354,0.00657079,0.273778,-0.0634155,0.000732422
0.323937,-0.0773317,0.192733,0.0478045,-0.0217889,0.370095,-0.0634155,0.000732422
0.286553,-0.319596,0.153031,0.0559253,-0.03329,0.417866,-0.0634155,0.000732422
0.271749,-0.547218,0.134508,0.0819155,-0.0193521,0.422462,-0.0634155,0.000732422
0.314414,-0.587613,0.144231,0.108639,0.01186,0.381027,-0.0634155,0.000732422
0.314414,-0.587613,0.144231,0.108639,0.01186,0.381027,-0.0634155,0.000740051
0.403284,-0.554834,0.155544,0.127972,0.0313064,0.341389,-0.0634155,0.000740051
0.458323,-0.492115,0.142217,0.131227,0.0510631,0.321799,-0.0634155,0.000740051
0.409072,-0.441079,0.0810247,0.126308,0.0751249,0.328352,-0.0634155,0.000740051
0.341091,-0.399036,-0.0391936,0.100275,0.091669,0.29492,-0.0634155,0.000740051
0.328652,-0.397517,-0.231223,0.0620761,0.109998,0.229032,-0.0634155,0.000740051
0.373374,-0.3163,-0.334886,0.0956666,0.141267,0.154538,-0.0634155,0.000740051
0.419931,-0.161212,-0.309733,0.141342,0.198202,0.0975774,-0.0634155,0.000740051
0.280312,0.137025,-0.295121,0.142901,0.199188,0.0808789,-0.0634155,0.000740051
-0.101255,0.30256,-0.309488,0.133328,0.159841,0.0902696,-0.0634155,0.000740051
-0.297742,0.255819,-0.305139,0.12259,0.11253,-0.0184022,-0.0634155,0.000740051
-0.261143,0.0740459,-0.243791,0.120533,0.0866077,-0.162274,-0.0634155,0.000740051
-0.344376,0.0301669,-0.142205,0.113511,0.0557545,-0.207833,-0.0634155,0.000740051
-0.639192,0.104268,-6.36517e-05,0.0955229,0.0347804,-0.200769,-0.0634155,0.000740051
-1.01615,0.177824,0.132651,0.0863352,-0.00659537,-0.206016,-0.0634155,0.000740051
-1.47998,-0.123633,0.175908,0.0526401,-0.0643367,-0.238368,-0.0634155,0.000740051
-1.74436,-0.442989,0.2498,0.012283,-0.0696922,-0.407696,-0.0634155,0.000740051
-1.51542,-0.470954,0.420477,0.00606363,-0.0454711,-0.646945,-0.0634155,0.000740051
-0.897394,-0.0299736,0.703583,-0.026974,-0.036582,-0.814951,-0.0634155,0.000740051
-0.302995,0.496138,0.963344,-0.0816854,-0.0691316,-0.729212,-0.0634155,0.000740051
0.00189277,0.786282,1.01755,-0.138403,-0.133578,-0.44538,-0.0634155,0.000740051
0.161177,0.811324,0.92714,-0.174611,-0.193974,-0.160924,-0.0634155,0.000740051
0.266031,0.709379,0.799506,-0.194264,-0.20297,0.058441,-0.0634155,0.000740051
0.374841,0.638053,0.661451,-0.186748,-0.207421,0.207041,-0.0634155,0.000740051
0.429594,0.547451,0.516353,-0.177006,-0.196759,0.340671,-0.0634155,0.000740051
0.369858,0.469279,0.336537,-0.172164,-0.189332,0.448778,-0.0634155,0.000740051
0.267165,0.431853,0.15323,-0.143162,-0.176181,0.503051,-0.0634155,0.000740051
0.172046,0.407888,0.0595664,-0.094138,-0.14289,0.518222,-0.0634155,0.000740051
0.147871,0.341557,0.0722258,-0.0359061,-0.100718,0.508022,-0.0634155,0.000740051
0.208307,0.149273,0.180321,0.0250321,-0.0625075,0.475352,-0.0634155,0.000740051
0.295452,-0.151791,0.325417,0.0634831,-0.0379029,0.427817,-0.0634155,0.000740051
0.428597,-0.446218,0.47546,0.0633839,-0.01199,0.332234,-0.0634155,0.000740051
0.628845,-0.491971,0.547816,0.00767592,0.0302179,0.173548,-0.0634155,0.000740051
0.692353,-0.360222,0.532962,-0.0532089,0.0615166,0.0796428,-0.0634155,0.000740051
0.622758,-0.140781,0.4786,-0.0637961,0.0548941,0.011597,-0.0634155,0.000740051
0.484888,-0.0148693,0.407177,-0.0506142,0.0433686,-0.0534582,-0.0634155,0.000740051
0.295188,-0.00015845,0.381737,-0.0312053,0.0284415,-0.13948,-0.0634155,0.000740051
0.00500585,-0.201762,0.306148,-0.0734015,0.0196013,-0.206264,-0.0634155,0.000740051
-0.191289,-0.378898,0.086905,-0.156813,0.00885352,-0.32985,-0.0634155,0.000740051
-0.235737,-0.377127,-0.151673,-0.174644,0.0126822,-0.463295,-0.0634155,0.000740051
-0.262695,-0.227853,-0.261015,-0.12376,0.0331674,-0.521765,-0.0634155,0.000740051
-0.407961,-0.140048,-0.265155,-0.0784824,0.0468328,-0.492473,-0.0634155,0.000740051
-0.56996,-0.129662,-0.305078,-0.0934757,0.0387737,-0.452747,-0.0634155,0.000740051
-0.642514,-0.121647,-0.375535,-0.10645,0.0312662,-0.421906,-0.0634155,0.000740051
-0.588519,-0.068051,-0.435929,-0.103436,0.0401247,-0.372153,-0.0634155,0.000740051
-0.491609,-0.0319194,-0.427268,-0.0561161,0.0356678,-0.254366,-0.0634155,0.000740051
-0.369064,-0.0440665,-0.326485,0.0125671,0.0308077,-0.105858,-0.0634155,0.000740051
-0.294655,-0.0787337,-0.199761,0.037958,0.0233583,0.0638403,-0.0634155,0.000740051
-0.277006,-0.0292788,-0.122151,0.0267396,-0.00513168,0.2074,-0.0634155,0.000740051
-0.279025,0.0823109,-0.10093,0.0107402,-0.0384251,0.319179,-0.0634155,0.000740051
-0.250446,0.117805,-0.0616567,0.0183326,-0.0559335,0.405122,-0.0634155,0.000740051
-0.119914,-0.0387983,0.0460051,0.0308492,-0.0655092,0.460813,-0.0634155,0.000740051
-0.119914,-0.0387983,0.0460051,0.0308492,-0.0655092,0.460813,-0.264236,0.00315094
0.150392,-0.242327,0.18721,0.0188712,-0.0700065,0.478573,-0.264236,0.00315094
