rotationRate_x,rotationRate_y,rotationRate_z,acceleration_x,acceleration_y,acceleration_z,relativeAltitude
-0.090825,0.0483185,0.137153,0.0652153,0.135623,0.163009,2.48378
-0.0574335,-0.399965,0.365598,0.113923,0.136254,0.144052,2.48378
0.0991396,-0.360333,0.334089,0.0189941,0.0898822,0.0307074,2.48378
0.18268,-0.24301,0.187653,-0.0450538,0.0814511,-0.0149534,2.48378
0.067145,-0.178336,0.0867694,-0.0391095,0.0722068,0.000844896,2.48378
-0.164414,-0.167355,0.0106765,-0.000713103,0.0630003,0.0180542,2.48378
-0.313016,-0.175808,-0.0100761,0.0298695,0.0749897,-0.0234749,2.48378
-0.312867,-0.133215,0.028256,0.0476202,0.104283,-0.0901445,2.48378
-0.156918,0.124113,0.0869977,0.0389271,0.111606,-0.152133,2.48378
0.0626209,0.38992,0.162718,0.0283254,0.11614,-0.138371,2.48378
0.242437,0.462172,0.221841,0.0324267,0.0876005,-0.0505627,2.48378
0.28252,0.351787,0.19701,0.014654,0.0495655,0.0572626,2.48378
0.18368,0.182307,0.133707,0.0408857,-0.0248083,0.128385,2.48378
-0.00732219,0.0406187,0.0579745,0.0725797,-0.0786216,0.148443,2.48378
-0.162262,0.00295137,0.0171236,0.0694645,-0.0761383,0.108744,2.48378
-0.203841,-0.0326063,0.0424232,0.0765402,-0.056006,0.034298,2.48378
-0.0754793,-0.0047362,0.0709002,0.0692131,-0.0515283,-0.0699932,2.48378
0.123972,0.00113338,0.100688,0.0530171,-0.0269013,-0.125953,2.48378
0.321031,0.043126,0.144656,0.0293272,0.00133342,-0.150255,2.48378
0.431648,0.0946229,0.17601,-0.00545365,0.0232031,-0.128428,2.48378
0.454405,0.139857,0.174258,-0.0352924,0.0292662,-0.0635339,2.48378
0.420667,0.148109,0.134767,-0.0705331,0.0358134,0.0024057,2.48378
0.345201,0.10774,0.0769071,-0.0937806,0.0457277,0.0708632,2.48378
0.249348,0.0216087,0.0423692,-0.0925691,0.0490536,0.118829,2.48378
0.166681,-0.0492267,-0.00766127,-0.0919346,0.040866,0.146663,2.48378
0.104467,-0.121167,-0.0568324,-0.086726,0.030257,0.153151,2.48378
0.0561114,-0.181875,-0.102187,-0.070068,0.0136875,0.153948,2.48378
0.00207267,-0.251601,-0.160067,-0.0605982,0.00492188,0.155497,2.48378
-0.0382547,-0.318498,-0.186139,-0.0362862,-0.00467563,0.151223,2.48378
-0.0612024,-0.384988,-0.190429,-0.0155709,-0.0071491,0.136866,2.48378
-0.0664237,-0.419786,-0.185228,-0.00352368,-0.00930136,0.118673,2.48378
-0.0185137,-0.404589,-0.165581,0.0201064,-0.0244617,0.101099,2.48378
0.0693979,-0.423,-0.117044,0.0503737,-0.0256882,0.112022,2.48378
0.136731,-0.348005,-0.118746,0.0555498,-0.0338688,0.135347,2.48378
0.201459,-0.242741,-0.169813,0.0359872,-0.0508875,0.158084,2.48378
0.264017,-0.23138,-0.16858,0.0543558,-0.0395648,0.21496,2.48378
0.294377,-0.208553,-0.141172,0.0779148,-0.019463,0.275579,2.48378
0.308785,-0.182781,-0.085104,0.0797774,0.00755018,0.32413,2.48378
0.384675,-0.110061,-0.0554035,0.0728647,0.0273314,0.355079,2.48378
0.479978,-0.0619269,-0.0414289,0.0566483,0.0519882,0.383683,2.48378
0.58123,-0.0246019,-0.059197,0.0292808,0.0739596,0.387962,2.48378
0.57093,-0.0622049,-0.108235,0.0297333,0.0931984,0.391981,2.48378
0.357719,0.0621368,-0.199866,0.0628827,0.0880916,0.375699,2.48378
-0.169297,0.573873,-0.369826,0.041084,0.0903206,0.32417,2.48378
-0.939678,0.68523,-0.514233,0.0391978,0.105898,0.272128,2.48378
-1.34008,0.141749,-0.581191,0.0269001,0.135817,-0.0122446,2.48378
-1.45261,-0.557568,-0.563992,0.096642,0.15225,-0.405012,2.48378
