rotationRate_x,rotationRate_y,rotationRate_z,acceleration_x,acceleration_y,acceleration_z,relativeAltitude
-0.237564,-0.0273152,-0.950101,-0.0287929,-0.0183879,0.0838113,0
-0.212868,-0.277248,-0.871717,-0.0492596,-0.0185082,0.0181291,0
0.0180783,-0.156553,-0.868818,-0.0921684,-0.00350404,-0.027463,0
0.259134,0.0831181,-0.866548,-0.0964137,0.00729354,-0.0560519,0
0.392993,0.226915,-0.811434,-0.0736057,-0.00311051,-0.053036,0
0.392579,0.167238,-0.728728,-0.0572687,-0.00762901,-0.0296693,0
0.294761,-0.0171364,-0.660727,-0.0656465,0.00464827,-0.026358,0
0.134023,-0.196697,-0.656598,-0.115638,0.031272,-0.0452677,0
0.048812,-0.240601,-0.714119,-0.131051,0.0292891,-0.0778917,0
0.144711,-0.121877,-0.757467,-0.0949045,0.0116056,-0.0850207,0
0.360637,0.0152333,-0.736614,-0.0743124,0.0228628,-0.0554293,0
0.533148,-0.0294706,-0.683517,-0.0570801,0.0255026,-0.00120848,0
0.606848,-0.241123,-0.659335,-0.0445293,0.00319946,0.0425947,0
0.547368,-0.426345,-0.71493,-0.0503709,-0.00241384,0.0721688,0
0.397301,-0.442698,-0.837823,-0.0608144,-0.00128782,0.0920603,0
0.202961,-0.364122,-0.974593,-0.049509,-6.72042e-05,0.0903747,0
0.000657594,-0.277507,-1.06609,-0.0237734,0.00414926,0.0783363,0
-0.146474,-0.27354,-1.11377,0.00119569,0.0171897,0.0482724,0
-0.185857,-0.294445,-1.10103,0.0225169,0.0287878,0.00209695,0
-0.125778,-0.276186,-1.03124,0.0448945,0.0313548,-0.0227394,0
0.0111663,-0.254557,-0.929834,0.077403,0.0319234,-0.0301046,0
0.139644,-0.31914,-0.801716,0.119527,0.0201488,-0.0217366,0
0.181904,-0.425389,-0.683756,0.143974,-0.0108377,-0.0248869,0
0.102662,-0.4728,-0.64345,0.147655,-0.0241968,-0.00896531,0
-0.120084,-0.588437,-0.639814,0.145602,-0.0314613,-0.0198945,0
-0.374515,-0.719524,-0.654098,0.117544,-0.0281625,-0.0642475,0
-0.516977,-0.748388,-0.699024,0.0873274,-0.0132446,-0.13192,0
-0.434199,-0.560205,-0.733377,0.0711496,0.00285307,-0.176804,0
-0.227401,-0.223809,-0.677852,0.0693945,0.0188659,-0.178846,0
0.0408518,0.1685,-0.580311,0.0720271,0.0305426,-0.0961683,0
0.30024,0.3108,-0.573465,0.0593151,0.0253507,-0.00558221,0
0.463108,0.176379,-0.59281,0.0491692,-0.00222185,0.0677772,0
0.468773,-0.0923922,-0.64797,0.0451784,-0.0253202,0.135828,0
0.324988,-0.295862,-0.775861,0.0390411,-0.0303421,0.180597,0
0.0628,-0.401986,-0.921439,0.0488729,-0.0337276,0.204706,0
-0.267922,-0.424241,-1.03537,0.0653392,-0.033971,0.200622,0
-0.571194,-0.430762,-1.09482,0.069676,-0.0308381,0.157936,0
-0.736077,-0.420044,-1.12446,0.0653446,-0.0305613,0.0794086,0
-0.719886,-0.376166,-1.13877,0.0541703,-0.0262091,0.00595462,0
-0.6048,-0.361278,-1.14901,0.0405467,-0.0234283,-0.0481884,0
-0.481346,-0.30883,-1.16944,0.0327327,-0.0332499,-0.0775298,0
-0.381769,-0.208545,-1.1897,0.0310455,-0.0436457,-0.073754,0
-0.30686,-0.103927,-1.15046,0.0445048,-0.0521673,-0.0514642,0
-0.225288,-0.0512419,-1.03762,0.0526937,-0.0629577,-0.0191119,0
-0.140916,-0.0975646,-0.93567,0.0419583,-0.0763957,0.0112589,0
-0.0551261,-0.223635,-0.88462,0.025635,-0.0986415,0.0283505,0
0.028983,-0.356634,-0.868694,0.0170108,-0.116974,0.0456123,0
0.0802079,-0.466794,-0.857398,0.0130347,-0.122714,0.0514862,0
0.0906802,-0.50692,-0.826658,0.0196513,-0.13099,0.0527744,0
0.0754909,-0.546437,-0.79085,0.0356039,-0.146425,0.0394553,0
0.0543063,-0.514744,-0.749486,0.0389651,-0.160195,0.0216731,0
0.0136921,-0.397278,-0.7294,0.0476997,-0.194803,0.0118468,0
0.0136921,-0.397278,-0.7294,0.0476997,-0.194803,0.0118468,0
-0.123848,-0.551227,-0.778701,0.0509876,-0.230263,-0.0559921,0
-0.433754,-0.886995,-0.996886,0.00147634,-0.21367,-0.140879,0
-0.825907,-1.09761,-1.26208,0.00504268,-0.205229,-0.261826,0
-0.992468,-0.826937,-1.36045,0.0406323,-0.162203,-0.383274,0
-0.840169,-0.235514,-1.23635,0.0585988,-0.071221,-0.454386,0
-0.430234,0.321854,-0.96411,0.0734968,-0.0235106,-0.462277,0
0.128605,0.6072,-0.720102,0.0785516,-0.0223285,-0.402041,0
0.699502,0.6672,-0.536711,0.0688507,-0.00806586,-0.274953,0
1.1765,0.612929,-0.387503,0.0465834,0.045185,-0.0987474,0
1.43871,0.334078,-0.284087,0.011354,0.0960943,0.051958,0
1.41047,-0.074352,-0.192023,-0.0070681,0.107855,0.167065,0
1.1139,-0.485918,-0.230833,-0.0539171,0.117674,0.224693,0
0.699613,-0.722089,-0.384311,-0.104532,0.133014,0.235629,0
0.355119,-0.72619,-0.622464,-0.149309,0.15793,0.200874,0
0.129147,-0.611016,-0.902601,-0.14595,0.18767,0.156735,0
-0.0273224,-0.421728,-1.06876,-0.0954116,0.191199,0.126273,0
-0.145427,-0.179512,-1.05279,-0.0407959,0.189421,0.122418,0
-0.154129,0.0144542,-0.872063,-0.00476575,0.17008,0.099378,0
-0.0120117,0.187814,-0.672307,-0.00519476,0.146787,0.114709,0
0.157384,0.220142,-0.566964,-0.00797489,0.107057,0.137743,0
0.2115,0.124094,-0.552773,-0.00386598,0.0514655,0.165524,0
0.163472,0.0175834,-0.555239,0.00978226,0.00786996,0.197514,0
0.0541927,-0.0367083,-0.519566,0.0313267,-0.0171757,0.204477,0
-0.0868326,-0.0544903,-0.429098,0.0476353,-0.040387,0.19117,0
-0.213908,-0.0825099,-0.31594,0.0561143,-0.0650895,0.156201,0
-0.283976,-0.109131,-0.20923,0.060935,-0.0932973,0.106544,0
-0.253046,-0.0481447,-0.12558,0.0577959,-0.113966,0.0581131,0
-0.149788,0.0723328,-0.0422363,0.0582332,-0.120465,0.0235232,0
-0.010305,0.117259,0.0769978,0.0741562,-0.137424,-0.00781924,0
0.10614,0.13247,0.196918,0.0769378,-0.154319,-0.014086,0
0.137969,0.0953157,0.281631,0.083622,-0.166345,-0.0160169,0
0.0908666,-0.0246861,0.371421,0.0972169,-0.175652,-0.0381522,0
0.0284801,-0.0629374,0.43553,0.101246,-0.179162,-0.0700053,0
-0.0404815,0.0216955,0.447885,0.0903267,-0.167457,-0.118021,0
-0.0955343,0.29606,0.418159,0.0960926,-0.16877,-0.145029,0
-0.185093,0.38676,0.379364,0.122573,-0.157939,-0.174587,0
-0.290111,0.405608,0.40608,0.156926,-0.139061,-0.182218,0
-0.400558,0.329803,0.486615,0.186691,-0.113569,-0.219627,0
-0.41904,0.241088,0.6272,0.213833,-0.0903417,-0.267006,0
-0.276411,0.335598,0.797624,0.200651,-0.0544525,-0.279719,0
-0.0411967,0.565031,0.935282,0.173515,-0.0120253,-0.250524,0
0.204889,0.747721,1.06673,0.157863,0.0130596,-0.177561,0
0.357742,0.734372,1.19862,0.152145,0.0330252,-0.0783291,0
0.44008,0.685681,1.32045,0.142832,0.0454993,0.0229947,0
0.462548,0.626114,1.42419,0.142923,0.0594064,0.110388,0
0.376143,0.49771,1.52617,0.147014,0.0737944,0.169786,0
0.222142,0.304872,1.64612,0.153,0.0781457,0.190439,0
0.0444519,0.107823,1.73137,0.152759,0.0818352,0.19197,0
-0.142689,-0.107035,1.81591,0.153898,0.101761,0.172812,0
-0.299397,-0.28487,1.90651,0.137894,0.126932,0.126546,0
-0.369294,-0.406907,1.9576,0.115931,0.148552,0.0558287,0
-0.369294,-0.406907,1.9576,0.115931,0.148552,0.0558287,0
-0.31317,-0.470708,1.94472,0.0967825,0.150519,-0.0259542,0
-0.114176,-0.332504,1.88321,0.0679375,0.159158,-0.0884115,0
0.20687,-0.116045,1.8365,0.0524993,0.188433,-0.0975236,0
0.492255,0.0925942,1.84409,0.0767337,0.186578,-0.0300843,0
0.600478,0.13749,1.87153,0.081697,0.168483,0.0567319,0
0.540914,0.023209,1.81895,0.0621541,0.138729,0.129799,0
0.386545,-0.157773,1.62936,0.0429969,0.099038,0.177906,0
0.151714,-0.269473,1.34922,0.0347853,0.0673006,0.190485,0
-0.0968715,-0.192761,1.05432,0.0375628,0.0440985,0.185713,0
-0.298457,0.00818443,0.776237,0.0443058,0.038555,0.150338,0
-0.36281,0.187451,0.570553,0.0783485,0.0325576,0.109881,0
-0.300564,0.23383,0.482399,0.128863,0.0127695,0.0697222,0
-0.235751,0.208691,0.475237,0.155923,0.00562346,0.0415984,0
-0.203357,0.187837,0.472474,0.140703,-0.00949505,0.00768805,0
-0.210997,0.0941421,0.410984,0.10917,-0.0298313,-0.030404,0
-0.263892,0.122972,0.271921,0.0722657,-0.064474,-0.0734391,0
-0.481076,0.100519,0.0803595,0.0507868,-0.116008,-0.0952882,0
-0.944177,-0.0926988,-0.235146,-0.00737634,-0.116731,-0.183284,0
-1.32297,-0.0234977,-0.5158,-0.0337317,-0.109814,-0.263246,0
-1.41567,0.240867,-0.619837,-0.0440865,-0.0765401,-0.38015,0
-1.1684,0.631963,-0.481317,-0.0167695,-0.0648665,-0.454376,0
-0.663181,0.835492,-0.196436,0.000760294,-0.0749205,-0.477488,0
-0.156939,0.828338,-0.0267831,-0.00604579,-0.0628394,-0.438786,0
0.224966,0.632531,0.10592,-0.0184993,-0.0538053,-0.364865,0
0.580356,0.551975,0.273796,-0.0368083,-0.029164,-0.251633,0
0.906243,0.565351,0.421547,-0.0738764,0.0338307,-0.124206,0
1.12878,0.4535,0.535782,-0.103872,0.0638738,-0.0125861,0
1.19774,0.154879,0.547083,-0.1359,0.0653202,0.0754685,0
1.11231,-0.250346,0.405688,-0.150098,0.0749193,0.127424,0
0.930669,-0.539545,0.178192,-0.145411,0.0916068,0.15172,0
0.659623,-0.54758,-0.0430145,-0.137336,0.132199,0.162211,0
0.338591,-0.325233,-0.221854,-0.108082,0.165361,0.157328,0
0.102819,0.00622026,-0.326529,-0.0620084,0.17862,0.150632,0
-0.00252899,0.239517,-0.331565,-0.017018,0.18692,0.136679,0
0.0468564,0.291377,-0.222421,0.0308211,0.1763,0.125305,0
0.207531,0.272165,-0.0883559,0.0418339,0.164419,0.144224,0
0.327641,0.165117,-0.0169751,0.0300688,0.137847,0.173023,0
0.337584,0.060792,0.00210589,0.0277127,0.0885637,0.200868,0
0.230555,0.0258466,-0.0294712,0.0221959,0.0692318,0.22097,0
0.0364377,0.0896208,-0.0661749,0.0162694,0.0487978,0.222612,0
-0.155358,0.0911177,-0.0469222,0.0276575,0.0170616,0.191395,0
-0.250021,0.0667489,0.0253973,0.0312466,-0.0132469,0.128364,0
-0.224922,0.0637404,0.107471,0.0258275,-0.0351258,0.0605175,0
-0.125368,0.101679,0.167707,0.015128,-0.0591244,0.00702381,0
0.0264298,0.170686,0.207643,0.0136528,-0.081649,-0.0230532,0
0.142359,0.196324,0.252321,0.0236847,-0.101785,-0.0237017,0
0.0974827,0.136986,0.315993,0.0410713,-0.126016,-0.0159649,0
-0.0601348,0.0997716,0.363709,0.0392187,-0.151139,-0.0271768,0
-0.214837,0.125299,0.353814,0.0223399,-0.161185,-0.06971,0
-0.249252,0.246835,0.31589,0.018993,-0.163424,-0.124062,0
-0.138129,0.58448,0.270118,0.0351403,-0.15619,-0.141757,0
-0.0820808,0.836541,0.228035,0.0885152,-0.155531,-0.111119,0
-0.0820808,0.836541,0.228035,0.0885152,-0.155531,-0.111119,0
-0.233609,0.719329,0.28006,0.144415,-0.144376,-0.0886775,0
-0.47533,0.206674,0.37187,0.177031,-0.143874,-0.114567,0
-0.618884,-0.325199,0.4344,0.175315,-0.106288,-0.227947,0
-0.519749,-0.295649,0.526986,0.15933,-0.0435056,-0.289621,0
-0.21369,0.16791,0.683621,0.142231,0.0318891,-0.297422,0
0.156223,0.763695,0.882965,0.146479,0.0760561,-0.221446,0
0.408194,1.04992,1.04966,0.146769,0.0827847,-0.105911,0
0.497613,0.942591,1.1568,0.153919,0.0702781,0.00778669,0
0.437953,0.549371,1.24422,0.149546,0.0679152,0.0860135,0
0.29869,0.115165,1.30539,0.131911,0.0669955,0.111532,0
0.108516,-0.135845,1.31375,0.114838,0.0830325,0.114519,0
-0.136193,-0.237811,1.31081,0.0996724,0.104646,0.0804058,0
-0.341572,-0.23068,1.30895,0.0776291,0.127659,0.0293753,0
-0.41934,-0.248957,1.2834,0.0720269,0.146731,-0.0507032,0
-0.286078,-0.187738,1.31132,0.0769694,0.163493,-0.113554,0
0.0132497,0.0269061,1.40376,0.072423,0.179034,-0.126623,0
0.375727,0.289698,1.50182,0.0518265,0.179709,-0.073872,0
0.63343,0.380711,1.51535,0.0263418,0.163794,0.0223958,0
0.718707,0.327882,1.47793,0.00318067,0.144619,0.132383,0
0.645367,0.206108,1.3669,-0.018997,0.127436,0.221759,0
0.460942,0.0898126,1.15996,-0.0322539,0.104153,0.278306,0
0.198092,0.0588377,0.917672,-0.0237282,0.0801141,0.304845,0
-0.0673733,0.0485641,0.729489,-0.00683118,0.064063,0.285265,0
-0.228801,0.0673035,0.60783,0.00996269,0.0566328,0.236717,0
-0.293511,0.0247041,0.51339,0.0305518,0.0470532,0.164378,0
-0.32705,0.0409731,0.440094,0.0506003,0.015323,0.11423,0
-0.390666,-0.0123086,0.411708,0.0501924,-0.00915524,0.0505795,0
-0.416934,-0.112716,0.427898,0.0413926,-0.0369087,-0.0213069,0
-0.392674,-0.206502,0.380611,-0.00279931,-0.0485342,-0.0853167,0
-0.403019,-0.254665,0.259653,-0.0454729,-0.0563149,-0.148143,0
-0.524616,-0.253201,0.142964,-0.04178,-0.116197,-0.189493,0
-0.780738,-0.327525,-0.000608355,-0.0762106,-0.114253,-0.274515,0
-0.951769,-0.134252,-0.178752,-0.111266,-0.10683,-0.319562,0
-0.956664,0.0450303,-0.310593,-0.116493,-0.102289,-0.377741,0
-0.754852,0.18627,-0.313238,-0.0935968,-0.0885131,-0.397189,0
-0.422051,0.276697,-0.229941,-0.0753392,-0.0862988,-0.361201,0
-0.0921315,0.1885,-0.174115,-0.0637432,-0.0835187,-0.301012,0
0.131256,0.0273861,-0.151359,-0.0519355,-0.0821927,-0.225899,0
0.284772,0.00406684,-0.148301,-0.0623645,-0.0541783,-0.141085,0
0.417854,0.0876145,-0.153611,-0.0800888,-0.00305168,-0.0648896,0
0.570036,0.14964,-0.120198,-0.0910188,0.0305485,0.00337571,0
0.690178,0.064308,-0.132229,-0.105643,0.0581469,0.0592268,0
0.713614,-0.17328,-0.237133,-0.128453,0.076502,0.0843704,0
0.628589,-0.366296,-0.41851,-0.134795,0.0994146,0.109759,0
0.445124,-0.440731,-0.589218,-0.122355,0.138186,0.117887,0
0.236327,-0.356657,-0.686756,-0.107948,0.181803,0.112939,0
0.105497,-0.168316,-0.768814,-0.0914384,0.209593,0.0992215,0
0.0796754,0.00404014,-0.823829,-0.064083,0.21413,0.094793,0
0.115052,0.106552,-0.805531,-0.0406959,0.216229,0.116802,0
0.17426,0.0989782,-0.732678,-0.0331798,0.201112,0.138188,0
0.258523,0.115158,-0.697848,-0.0336888,0.168742,0.179995,0
0.258523,0.115158,-0.697848,-0.0336888,0.168742,0.179995,0
0.28236,0.122092,-0.721227,-0.0325276,0.135104,0.230652,0
0.170482,0.131961,-0.757298,-0.032669,0.0997631,0.276345,0
-0.0595513,0.0881103,-0.803092,-0.0327842,0.0670885,0.289965,0
-0.311897,0.00914855,-0.845877,-0.0216848,0.0330404,0.269513,0
-0.506728,-0.0411324,-0.853056,-0.0072947,7.85589e-05,0.217079,0
-0.59603,-0.0328433,-0.794132,0.0035546,-0.0130073,0.1369,0
-0.553563,0.0686531,-0.677814,0.00820258,-0.0318963,0.0561627,0
-0.360176,0.157152,-0.522343,0.0296724,-0.0632156,-0.0146418,0
-0.0633703,0.167213,-0.338846,0.0544236,-0.0985983,-0.0541766,0
0.168409,0.165116,-0.140894,0.0579356,-0.123359,-0.0555564,0
0.181728,0.0907752,0.0183783,0.0514899,-0.145179,-0.0527167,0
0.0304675,-0.0284554,0.0542397,0.011742,-0.17849,-0.077522,0
-0.127429,-0.1232,-0.0530403,-0.0326462,-0.198125,-0.125914,0
-0.171279,-0.0263982,-0.194853,-0.0281308,-0.208663,-0.177725,0
-0.103811,0.315984,-0.262191,0.00198175,-0.195186,-0.186698,0
-0.0606848,0.324463,-0.241239,0.0596511,-0.188226,-0.204902,0
-0.114932,0.188738,-0.199347,0.0978276,-0.181373,-0.19436,0
-0.279014,-0.10697,-0.216632,0.116813,-0.184923,-0.239272,0
-0.36787,-0.229249,-0.199973,0.123745,-0.160316,-0.317185,0
-0.220933,0.0249926,-0.112348,0.127089,-0.097007,-0.346674,0
0.131414,0.454518,0.0507605,0.127777,-0.0281557,-0.312481,0
0.521742,0.74132,0.262649,0.137633,0.015653,-0.200988,0
0.782543,0.766107,0.437242,0.134275,0.031669,-0.0497591,0
0.853874,0.588201,0.542996,0.127159,0.0376833,0.0823107,0
0.740651,0.291737,0.61696,0.137958,0.0396558,0.164915,0
0.510707,0.00916831,0.702509,0.137978,0.0504525,0.188802,0
