attitude_roll,attitude_pitch,attitude_yaw,rotationRate_x,rotationRate_y,rotationRate_z,acceleration_x,acceleration_y,acceleration_z
-0.0192724,0.164984,0.00159349,-0.143923,-0.488754,0.470578,0.112653,0.118002,-0.194243
-0.0361713,0.165764,0.0150141,0.158631,-0.435874,0.391809,0.0377581,0.049115,-0.0651795
-0.0435993,0.169394,0.022603,0.221558,-0.156694,0.345103,-0.0630717,-0.00501466,-0.0531828
-0.0454923,0.17393,0.0292889,0.265983,0.0580494,0.291839,-0.0826967,0.00746548,-0.00322819
-0.0447399,0.17975,0.0351617,0.349251,0.0919461,0.281691,-0.0534078,0.0400511,0.0429167
-0.0443077,0.187421,0.041895,0.444707,0.0676012,0.349462,-0.0151525,0.0726172,0.0816825
-0.0448079,0.196832,0.0499295,0.535421,0.050054,0.388184,-0.0195486,0.0884616,0.0931864
-0.0449354,0.208081,0.0576527,0.623695,0.103045,0.316197,-0.0559633,0.0658513,0.0833679
-0.0438375,0.220676,0.0637946,0.65144,0.131455,0.228565,-0.0618078,0.0723137,0.0878035
-0.0420581,0.232933,0.0683229,0.578572,0.147846,0.172477,-0.0409837,0.0766571,0.0913044
-0.0401397,0.242728,0.0723211,0.397552,0.113063,0.186157,0.00101919,0.0866652,0.10264
-0.0397604,0.248101,0.0768047,0.162245,0.0561704,0.229416,0.0309492,0.101719,0.10988
-0.0398002,0.249197,0.0820775,-0.0235164,0.0609782,0.269119,0.0184953,0.090986,0.0671898
-0.0396574,0.247471,0.0875624,-0.105436,0.0779343,0.264919,-0.0213601,0.0526613,0.00275409
-0.039769,0.245678,0.0929438,-0.0332178,0.0535663,0.266099,-0.0391178,0.0120434,-0.052004
-0.0388561,0.246433,0.0984601,0.129177,0.191913,0.272962,-0.0489361,0.00235334,-0.0638716
-0.0354463,0.24986,0.104352,0.206856,0.275189,0.280753,-0.0428559,0.000869691,0.00073272
-0.0312472,0.253292,0.110039,0.143442,0.288591,0.258227,-0.0369544,-0.0344881,0.088653
-0.026745,0.255076,0.115106,0.0527549,0.271327,0.233821,-0.0442375,-0.0693061,0.152631
-0.0234118,0.255491,0.119563,0.0109683,0.17413,0.189686,-0.049387,-0.0931657,0.177433
-0.0213115,0.256006,0.122382,0.0536927,0.115008,0.0738353,-0.0631249,-0.120042,0.172954
-0.0196399,0.2579,0.12258,0.135262,0.0598713,-0.0626164,-0.055901,-0.126175,0.180105
-0.0186841,0.261121,0.12023,0.186541,-0.0263805,-0.144006,-0.0382858,-0.115249,0.198019
-0.0194371,0.265751,0.117972,0.275326,-0.115362,-0.070853,0.00865226,-0.102906,0.193183
-0.0228761,0.272043,0.117463,0.34919,-0.229383,-0.00341848,0.0067893,-0.0994338,0.157186
-0.027807,0.279504,0.117965,0.398287,-0.226779,0.0289577,-0.00766889,-0.124161,0.128515
-0.0311129,0.287606,0.118261,0.407049,-0.092717,-0.0385473,-0.00100791,-0.147327,0.09663
-0.0301809,0.295744,0.116939,0.401605,0.168721,-0.0826415,-0.00552713,-0.176917,0.0411415
