rotationRate_x,rotationRate_y,rotationRate_z,acceleration_x,acceleration_y,acceleration_z,relativeAltitude
-0.154534,-0.196157,-0.497205,0.0510454,0.0643267,0.182248,0
-0.0812399,-0.279785,-0.366038,0.0696808,0.050867,0.145034,0
0.065731,-0.323674,-0.211016,0.091562,0.0258942,0.0862627,0
0.219568,-0.237291,-0.065153,0.0730188,0.0109614,0.0487594,0
0.19776,-0.15171,0.050912,0.0732689,-0.0300921,0.0715153,0
-0.00847733,-0.185843,0.0710611,0.0497362,-0.0732505,0.0856446,0
-0.25452,-0.275076,0.0387128,0.0342121,-0.10421,0.0375218,0
-0.393256,-0.371036,-0.0477537,0.0092129,-0.138503,-0.0785559,0
-0.40828,-0.448033,-0.129647,0.0229973,-0.163013,-0.188402,0
-0.382038,-0.231488,-0.137623,0.0530221,-0.1587,-0.260556,0
-0.504468,-0.145036,-0.115516,0.0798179,-0.147025,-0.243483,0
-0.627861,-0.111814,-0.107285,0.123299,-0.151311,-0.274445,0
-0.682691,-0.3286,-0.110824,0.170304,-0.15215,-0.322726,0
-0.600344,-0.45039,-0.0476502,0.202363,-0.114693,-0.401903,0
-0.472038,-0.294808,0.0877409,0.183382,-0.0470078,-0.432486,0
-0.366749,-0.0243464,0.312635,0.195701,-0.00087209,-0.384392,0
-0.204096,0.302256,0.599525,0.207593,0.000524044,-0.310643,0
-0.0467629,0.597161,0.765647,0.180243,-0.00757954,-0.183449,0
0.0363282,0.686453,0.855617,0.159331,-0.0262755,-0.0475378,0
0.0997931,0.497004,0.875247,0.144554,-0.0287479,0.046339,0
0.154953,0.0922257,0.847005,0.135439,-0.0167083,0.100255,0
0.182037,-0.357227,0.835989,0.120028,0.0252255,0.126348,0
0.155948,-0.581236,0.877687,0.110709,0.0708574,0.114585,0
0.130778,-0.443083,0.901914,0.0801781,0.107928,0.0700861,0
0.158795,-0.118047,0.947334,0.0657067,0.136147,0.0480909,0
0.221809,0.231478,0.980891,0.0435064,0.148363,0.0714265,0
0.227746,0.417027,0.964283,0.0202197,0.14339,0.14896,0
0.191364,0.311482,0.973825,0.028677,0.136471,0.235788,0
