attitude_roll,attitude_pitch,attitude_yaw,rotationRate_x,rotationRate_y,rotationRate_z,acceleration_x,acceleration_y,acceleration_z
0.0556537,0.32301,-0.00906962,0.173992,-0.0606759,-0.0134236,0.00473154,0.213663,0.145623
0.0532653,0.327444,-0.00882522,0.272212,-0.157278,0.0535674,0.022312,0.194976,0.158888
0.050134,0.333807,-0.00842875,0.355622,-0.12077,0.0045002,-0.0318287,0.160986,0.179317
0.049632,0.340451,-0.0098029,0.275979,0.02571,-0.106344,-0.0594747,0.135472,0.246695
0.0520068,0.342751,-0.0136853,-0.0617177,0.0613297,-0.24827,-0.0421085,0.077321,0.339028
0.054523,0.337096,-0.0194505,-0.453692,-0.0100924,-0.310485,0.0302971,0.0406787,0.344126
0.055677,0.325979,-0.0254281,-0.573004,-0.0492064,-0.305061,0.0632339,0.0307469,0.241005
0.0561484,0.315686,-0.0305042,-0.415539,-0.0741534,-0.212564,0.0791463,0.0210405,0.155506
0.0540704,0.309039,-0.032851,-0.233765,-0.249569,-0.0453435,0.0771478,-0.0133466,0.143449
0.0462143,0.306364,-0.0327422,-0.0425242,-0.52916,0.00740315,0.0567986,-0.0840872,0.13972
0.0336418,0.306319,-0.0331719,0.0184809,-0.722492,-0.0447688,0.0495801,-0.144494,0.111663
0.0192091,0.306065,-0.0340074,-0.0648139,-0.722614,-0.0275335,0.0612898,-0.14205,0.0580564
0.00639953,0.303226,-0.0341144,-0.227791,-0.537385,0.00966034,0.0599478,-0.134322,-0.00427473
-0.00101089,0.296929,-0.0338285,-0.405241,-0.167958,0.00920381,0.0282188,-0.150408,-0.0926502
0.000412872,0.286968,-0.034299,-0.597624,0.268155,-0.0538207,-0.00201344,-0.180242,-0.154602
0.00735385,0.273349,-0.035848,-0.756702,0.343495,-0.099005,-0.0144965,-0.164491,-0.195036
0.0139126,0.257491,-0.0385924,-0.83011,0.207649,-0.199943,-0.0152388,-0.151656,-0.258022
0.0163224,0.239946,-0.0440411,-0.927112,-0.123885,-0.372988,-0.00848404,-0.148824,-0.308472
0.0120787,0.220452,-0.0533658,-1.01777,-0.502987,-0.550968,-0.0057436,-0.112643,-0.389568
0.00364156,0.199804,-0.0650156,-1.0134,-0.506649,-0.570579,0.0288863,-0.0389186,-0.528675
-0.00118494,0.18183,-0.0747362,-0.747472,-0.109025,-0.361878,0.0967007,0.056471,-0.641929
0.00320741,0.17185,-0.0783206,-0.235653,0.47767,0.024437,0.159605,0.11731,-0.631739
0.0157045,0.172541,-0.0737506,0.285795,0.78654,0.422692,0.143923,0.153864,-0.439195
0.0292237,0.182682,-0.0620422,0.675198,0.732051,0.728927,0.0605611,0.156003,-0.192444
0.0383965,0.199032,-0.0464793,0.887138,0.475856,0.834342,-0.0401774,0.135434,0.0178965
0.0424899,0.217771,-0.0301709,0.890111,0.262398,0.796368,-0.107956,0.119954,0.182989
0.0420097,0.234361,-0.0166939,0.708588,0.0152142,0.585247,-0.144929,0.105696,0.300342
0.0391548,0.246921,-0.00707466,0.504219,-0.048949,0.4175,-0.120401,0.109822,0.338158
0.0364732,0.255185,0.000408806,0.308759,-0.00833175,0.355779,-0.068701,0.14102,0.356164
0.0356586,0.260262,0.00755738,0.184675,0.0960539,0.361752,-0.0266532,0.149607,0.357722
0.0359267,0.263365,0.0150538,0.107759,0.12701,0.371977,-0.00857265,0.140122,0.359016
0.0366738,0.26494,0.0223121,0.0223651,0.121356,0.322835,-0.00930899,0.105845,0.367352
0.0371602,0.26484,0.0278232,-0.0455695,0.0857085,0.201362,-0.00770391,0.0754298,0.346106
0.038118,0.263439,0.0307074,-0.107304,0.0958334,0.0735559,-0.000493348,0.0541188,0.318971
0.0406687,0.260685,0.0312001,-0.167163,0.181647,-0.0257141,0.0284652,0.0287384,0.286826
