attitude_roll,attitude_pitch,attitude_yaw,rotationRate_x,rotationRate_y,rotationRate_z,acceleration_x,acceleration_y,acceleration_z
0.223982,0.11058,-0.0124485,-0.508937,-0.135972,-0.179248,-0.0303735,-0.0178347,-0.0314075
0.221234,0.102685,-0.0146445,-0.21593,-0.165287,-0.206705,-0.073487,-0.0232124,-0.0265819
0.217515,0.09934,-0.0185656,-0.0478286,-0.244276,-0.254443,-0.0819118,-0.0384119,-0.0564686
0.212533,0.0978802,-0.0244731,0.0240372,-0.27809,-0.357441,-0.0904962,-0.0194025,-0.0569488
0.208064,0.0972436,-0.0330417,0.0642115,-0.277696,-0.481743,-0.118599,-0.0249799,-0.0160732
0.203497,0.0958853,-0.0435631,0.0116543,-0.266042,-0.561553,-0.146586,-0.0322981,-0.0182511
0.198909,0.0932765,-0.0555412,-0.0150065,-0.324238,-0.663118,-0.16749,-0.0325454,-0.000190139
0.192557,0.0905757,-0.0702088,0.0434917,-0.44996,-0.812106,-0.163195,-0.004412,-0.0196213
0.185016,0.0890685,-0.0877688,0.133697,-0.429317,-0.908655,-0.165228,0.016151,-0.0475132
0.178464,0.0890637,-0.106728,0.202197,-0.398321,-0.920943,-0.168789,0.00917298,-0.0329209
0.171714,0.0904682,-0.124812,0.246248,-0.429568,-0.807091,-0.156684,-0.035708,-0.0648022
0.164191,0.0930739,-0.140138,0.248266,-0.474593,-0.641174,-0.142178,-0.0587939,-0.0825995
0.155749,0.095358,-0.152366,0.139206,-0.482953,-0.504111,-0.134655,-0.0487837,-0.0976776
0.147036,0.0942538,-0.161262,-0.0898143,-0.448196,-0.419886,-0.165052,0.01367,-0.140975
0.140632,0.0916742,-0.167699,-0.0281463,-0.123131,-0.228869,-0.121437,-0.0683206,-0.109306
0.144564,0.092378,-0.171822,0.163306,0.450261,-0.201859,-0.144607,0.021278,0.0184458
0.156594,0.0972311,-0.176748,0.382221,0.657184,-0.186867,-0.12435,0.0596634,-0.0379125
0.168769,0.105195,-0.180847,0.420597,0.490565,-0.0430629,-0.11838,-0.0185955,-0.0563391
0.180348,0.111875,-0.182862,0.273299,0.59558,-0.120335,-0.0975925,-0.0296086,0.0329902
0.189625,0.115545,-0.190293,0.239348,0.301541,-0.494782,-0.116021,0.129662,-0.0929701
0.194866,0.118457,-0.203988,0.311066,0.0681954,-0.749203,-0.112032,0.0334175,-0.0286397
0.1955,0.121279,-0.223973,0.356843,-0.161821,-1.10727,-0.0784959,-0.0907799,-0.00812721
0.193897,0.124686,-0.250056,0.475642,-0.424312,-1.3469,-0.0514176,-0.066524,0.0170848
0.187026,0.129892,-0.280802,0.604796,-0.599372,-1.51875,-0.0921015,-0.0576832,0.00402373
0.177946,0.136769,-0.314568,0.657411,-0.750099,-1.62158,-0.0768905,-0.0491118,0.0207643
0.166948,0.143858,-0.349589,0.616981,-0.831963,-1.64372,-0.0600718,-0.0544529,0.0171854
0.154029,0.149683,-0.384179,0.491726,-0.963137,-1.61912,-0.0299397,-0.0579526,0.0210267
0.138189,0.153391,-0.417329,0.353168,-1.11427,-1.54048,0.00453892,-0.0546226,0.0285814
0.119216,0.155593,-0.447954,0.258757,-1.23418,-1.40957,0.0260116,-0.053545,0.0291101
0.0978287,0.157034,-0.475559,0.177891,-1.29895,-1.27662,0.0038252,-0.0327124,0.0289781
0.0766884,0.157285,-0.501034,0.0459309,-1.16522,-1.22661,-0.0477744,0.00371332,0.0452545
0.0599398,0.154451,-0.525685,-0.155111,-0.848645,-1.19634,-0.0790119,0.0409376,0.0750821
0.0516808,0.148402,-0.54805,-0.31524,-0.289387,-1.00457,-0.0591618,0.0271305,0.160555
0.05323,0.139962,-0.564484,-0.422189,0.179013,-0.651498,0.00171307,-0.0211693,0.217044
0.0604696,0.129498,-0.576045,-0.554307,0.317233,-0.631047,0.10853,-0.0509632,0.171791
0.0676765,0.118503,-0.5907,-0.385424,0.188451,-0.868393,0.226596,-0.0822291,0.0457216
0.0700127,0.113557,-0.608966,-0.0169844,-0.193337,-0.960028,0.137191,-0.120787,-0.0227755
0.0645598,0.111627,-0.629909,-0.114417,-0.557674,-1.13563,0.0443308,-0.0104305,-0.0560542
0.0542932,0.103886,-0.654148,-0.531642,-0.670931,-1.27937,0.00915174,0.0782478,-0.0637874
0.045887,0.0886085,-0.679532,-0.81602,-0.354863,-1.2963,-0.011557,0.0694801,-0.0629092
0.0452397,0.0714103,-0.704571,-0.724034,0.0915238,-1.25473,-0.0169106,0.0494075,-0.0690752
0.052239,0.0592846,-0.728368,-0.342262,0.409808,-1.15704,-0.0197595,0.0275879,-0.0669766
0.0619144,0.0552479,-0.750574,0.0529639,0.377273,-1.07101,-0.011167,0.0139143,-0.0593929
0.0688067,0.0575701,-0.771726,0.285446,0.177297,-1.0131,0.00779288,-0.00795243,-0.0358489
0.0714584,0.0627802,-0.792384,0.35808,-0.0291092,-1.00244,0.015703,-0.0287375,0.00225788
0.0711134,0.0685712,-0.813079,0.351911,-0.116223,-1.0087,0.0258696,-0.0606482,0.0399282
0.0702096,0.0734835,-0.83401,0.272395,-0.107108,-1.03227,0.024703,-0.0839007,0.072893
0.0702678,0.0762151,-0.85563,0.143496,-0.055831,-1.0954,0.0186932,-0.0924835,0.0940322
0.0707882,0.076331,-0.878787,0.0445061,-0.0788198,-1.19812,0.0296814,-0.0964726,0.0775989
0.0705798,0.075419,-0.90399,0.0593204,-0.143504,-1.30285,0.0320201,-0.0943302,0.0595245
0.0688825,0.0757842,-0.931285,0.168607,-0.221887,-1.39102,0.0419958,-0.0852533,0.0357044
0.0662913,0.0785482,-0.960165,0.295511,-0.252099,-1.44709,0.0434281,-0.0750969,0.0170048
0.0634529,0.0837036,-0.989528,0.399378,-0.263096,-1.39988,0.0943282,-0.0823181,0.00450325
0.0634529,0.0837036,-0.989528,0.399378,-0.263096,-1.39988,0.0943282,-0.0823181,0.00450325
0.060209,0.0904283,-1.01629,0.417605,-0.29111,-1.18635,0.147959,-0.114453,0.00622505
0.0565704,0.0969294,-1.03763,0.34724,-0.25338,-0.869136,0.175369,-0.119912,0.00419664
0.0539139,0.102289,-1.05197,0.265566,-0.146627,-0.527042,0.172941,-0.123688,0.00387144
0.0532983,0.106392,-1.06028,0.184147,-0.00840143,-0.299213,0.139533,-0.105799,-0.00270224
0.0545663,0.109005,-1.06549,0.105678,0.0650636,-0.229515,0.116088,-0.100698,-0.0274342
0.0572672,0.110376,-1.07101,0.0718115,0.146012,-0.334781,0.090314,-0.0887314,-0.0634854
0.0620635,0.111653,-1.07985,0.116295,0.226277,-0.527427,0.0811086,-0.0753924,-0.0923838
0.067385,0.114003,-1.09213,0.186037,0.126517,-0.663959,0.11421,-0.107969,-0.130755
0.0704367,0.116454,-1.10714,0.137873,0.0448005,-0.801555,0.0886981,-0.0881699,-0.173848
0.0737259,0.116745,-1.12471,0.0210324,0.0767611,-0.928101,0.0801321,-0.0769253,-0.180251
0.0775202,0.115262,-1.14481,-0.00624696,0.0649213,-1.06461,0.0700288,-0.0594319,-0.189047
0.0810769,0.113449,-1.16713,-0.00269712,0.0380295,-1.13257,-0.00356316,0.0318311,-0.162845
0.0843813,0.111898,-1.18998,0.0580689,0.0386521,-1.12212,-0.0627885,0.107804,-0.12684
0.0881823,0.113506,-1.21206,0.326832,0.103842,-1.02116,-0.0741346,0.136212,-0.0855365
0.0935251,0.122504,-1.23195,0.741803,0.184413,-0.846793,-0.0669779,0.118002,-0.0240235
0.0990898,0.139059,-1.24894,1.02209,0.112215,-0.668659,-0.0530203,0.0934607,0.0211791
0.101252,0.159083,-1.26299,1.0615,-0.12328,-0.511498,-0.034526,0.0609244,0.0606852
0.0978209,0.177796,-1.27443,0.861557,-0.410132,-0.439968,-0.0576579,0.0411036,0.0978472
0.0888945,0.190373,-1.28521,0.455934,-0.641196,-0.51012,-0.0761414,0.0493782,0.106353
0.0790777,0.19398,-1.29725,0.010017,-0.504415,-0.645504,-0.105178,0.0440838,0.126769
0.0751434,0.189812,-1.31231,-0.271528,-0.156125,-0.855154,-0.124429,0.0500791,0.144384
0.0786209,0.182187,-1.33082,-0.319045,0.12132,-0.982216,-0.101624,0.0275098,0.146229
0.0851648,0.174883,-1.3501,-0.241745,0.150326,-0.932858,-0.0680325,-0.00343621,0.143058
0.089579,0.169602,-1.36717,-0.129757,-0.0255347,-0.772662,-0.0574902,-0.010699,0.155437
0.0889972,0.167251,-1.38094,0.0188206,-0.260946,-0.595659,-0.0430075,-0.0249496,0.166333
0.0841068,0.16816,-1.39183,0.159717,-0.36709,-0.466684,-0.0223826,-0.0514577,0.16904
0.0784326,0.171499,-1.40072,0.233937,-0.342492,-0.38301,-0.0249414,-0.0624491,0.183839
0.0731906,0.175864,-1.40857,0.246761,-0.314606,-0.360904,-0.0265109,-0.0738361,0.169348
0.0685914,0.179937,-1.41627,0.197376,-0.27649,-0.360717,-0.00271848,-0.0967739,0.150151
0.0647159,0.182686,-1.4239,0.112916,-0.24454,-0.364982,0.0056956,-0.104934,0.113839
0.0620369,0.1834,-1.43145,-0.00526008,-0.158304,-0.367825,0.0137344,-0.107208,0.0740046
0.061469,0.181622,-1.43895,-0.121043,-0.0317934,-0.369453,0.0231372,-0.11245,0.0248768
0.0632354,0.178376,-1.4462,-0.150464,0.0576502,-0.347876,0.0258985,-0.112287,-0.0318871
0.0657456,0.175431,-1.45255,-0.0962737,0.0646964,-0.2897,0.0338667,-0.12219,-0.0930221
0.0677041,0.174234,-1.45778,0.00383525,0.0400604,-0.235529,0.040748,-0.127534,-0.119142
0.0694046,0.174425,-1.46231,0.027954,0.0596752,-0.211752,0.0351122,-0.109386,-0.113477
0.0721356,0.174281,-1.46642,-0.0222338,0.134067,-0.191303,0.0452602,-0.109177,-0.0974981
0.0746157,0.172375,-1.47006,-0.164138,0.00461763,-0.18282,0.104522,-0.151445,-0.123076
0.0730999,0.16556,-1.47412,-0.514336,-0.191371,-0.288683,0.0911871,-0.127142,-0.17416
0.071315,0.151073,-1.48117,-0.826819,-0.0299987,-0.513472,0.0267708,-0.0330795,-0.185289
0.0762106,0.134291,-1.49197,-0.675488,0.374125,-0.630982,-0.00500151,0.0258097,-0.174676
0.0887894,0.125218,-1.50241,-0.110895,0.700457,-0.412889,-0.0129052,0.0285626,-0.109501
0.102914,0.127985,-1.50666,0.374376,0.568059,0.02763,0.0150211,-0.0338018,-0.0279071
0.109173,0.137495,-1.5038,0.464067,0.0828206,0.313203,0.0735603,-0.0783313,-0.00994837
0.10566,0.144694,-1.4977,0.135633,-0.301525,0.321696,0.0922019,-0.0983643,-0.00740826
0.0981788,0.143602,-1.49267,-0.275931,-0.303309,0.141727,0.0517915,-0.100711,-0.0306537
0.0949612,0.135878,-1.49125,-0.459203,0.0403407,-0.0629602,-0.0178642,-0.0515822,-0.0660645
0.0998466,0.127022,-1.49267,-0.359627,0.409229,-0.13017,-0.0598457,-0.00211889,-0.101834
0.109662,0.122542,-1.49375,-0.0518961,0.50573,0.00727513,-0.0410402,0.0106939,-0.110369
0.118538,0.12563,-1.49104,0.321897,0.37915,0.305644,-0.0215341,0.00629622,-0.0746729
0.122214,0.136414,-1.483,0.641369,0.0812073,0.592685,-0.0226937,0.00601733,-0.0214403
0.119486,0.153738,-1.4716,0.927711,-0.170677,0.700867,-0.0309279,0.0122186,0.029057
0.119486,0.153738,-1.4716,0.927711,-0.170677,0.700867,-0.0309279,0.0122186,0.029057
0.112395,0.176119,-1.46043,1.13952,-0.341295,0.622945,-0.0447651,0.0200583,0.0825672
0.102669,0.200974,-1.45224,1.20864,-0.468348,0.427184,-0.0491102,0.0308923,0.1125
0.0912021,0.224883,-1.44811,1.08035,-0.584878,0.200234,-0.0569984,0.0462806,0.12618
0.079176,0.243659,-1.44808,0.765827,-0.5764,-0.0303256,-0.058538,0.0730881,0.112746
0.0704977,0.255703,-1.45147,0.473274,-0.338028,-0.193493,-0.0588106,0.0882381,0.109904
0.0684096,0.262967,-1.45739,0.303263,-0.0213871,-0.323536,-0.0693632,0.109098,0.111497
0.0727264,0.267664,-1.46573,0.227914,0.212767,-0.435618,-0.0640171,0.127822,0.100926
0.0798716,0.270898,-1.47605,0.164166,0.181407,-0.527774,-0.0475038,0.122455,0.0878091
0.0848512,0.27246,-1.48829,0.0848194,-0.0300455,-0.628124,-0.0215797,0.111463,0.0552432
0.0861964,0.272239,-1.50242,0.00849623,-0.19434,-0.71856,-0.0112181,0.0887125,0.0303047
0.0855626,0.270145,-1.51806,-0.0968997,-0.269468,-0.78687,-0.0211406,0.0818284,0.0171065
0.0844403,0.266007,-1.53412,-0.15985,-0.248405,-0.773205,-0.00965721,0.0362425,-0.0201921
0.0835963,0.261811,-1.54994,-0.141322,-0.278351,-0.796256,0.00946491,-0.0366718,-0.0221761
0.0810272,0.255795,-1.56722,-0.372915,-0.407832,-0.913333,0.00140692,-0.0396644,-0.0298218
0.0765644,0.241999,-1.58622,-0.857179,-0.515885,-1.02527,-0.0467034,-0.0298719,-0.00480753
0.070335,0.219127,-1.60698,-1.22312,-0.538569,-1.14746,-0.0775686,-0.0100695,-0.00516188
0.065438,0.192137,-1.62995,-1.2366,-0.419953,-1.25728,-0.0888614,0.00652371,-0.0190071
0.0630659,0.169444,-1.65432,-0.81002,-0.208897,-1.23369,-0.0613738,0.000727132,-0.0642545
0.065145,0.157195,-1.67707,-0.277685,-0.00864305,-1.05363,-0.095882,0.00635588,-0.0251669
0.066677,0.15394,-1.6958,0.0338243,-0.164703,-0.801533,-0.104322,0.0217258,-0.0317824
0.0635745,0.154781,-1.71046,0.117767,-0.347317,-0.660289,-0.108701,0.0213663,-0.0199016
0.0585347,0.155959,-1.72427,0.0615078,-0.339373,-0.710311,-0.0830445,0.00765319,0.0150408
0.0552258,0.154318,-1.74021,-0.166862,-0.227436,-0.871618,-0.0760261,0.00584853,0.0460889
0.0553612,0.146657,-1.75905,-0.490421,-0.0321337,-1.00484,-0.0853938,0.0228104,0.0674614
0.0595793,0.133508,-1.77895,-0.670286,0.163152,-1.00165,-0.0862053,0.0353643,0.089196
0.0665278,0.119366,-1.79725,-0.580206,0.27863,-0.870845,-0.0764732,0.029453,0.0947834
0.0736963,0.109304,-1.81214,-0.297042,0.237643,-0.657561,-0.0472808,0.00644077,0.105302
0.0771489,0.105403,-1.82291,-0.0313606,-0.0508055,-0.445104,-0.0194241,-0.0258649,0.125449
0.0738458,0.10581,-1.8307,0.11125,-0.327082,-0.33098,0.0106336,-0.0453272,0.120741
0.0670458,0.108103,-1.83675,0.132137,-0.386202,-0.255555,0.00709546,-0.0665917,0.142442
0.0600612,0.108878,-1.84173,-0.0563142,-0.357249,-0.240427,-0.00148789,-0.0867869,0.143333
0.0541216,0.104598,-1.84674,-0.337332,-0.281209,-0.283791,0.0174591,-0.110573,0.101736
