attitude_roll,attitude_pitch,attitude_yaw,rotationRate_x,rotationRate_y,rotationRate_z,acceleration_x,acceleration_y,acceleration_z
0.0682205,0.291879,-0.0100312,-0.178087,-0.0227184,0.31311,0.00923949,-0.00922978,-0.0133491
0.0638879,0.290306,-0.00259277,-0.0172533,-0.203363,0.360131,-0.00447132,0.00783309,-0.0294856
0.056832,0.291854,0.00424268,0.113741,-0.280166,0.288,-0.00442684,0.00569981,-0.0169938
0.0511389,0.294436,0.00910702,0.0918543,-0.0957164,0.189888,-0.0264711,-0.0150061,0.00298667
0.0515813,0.295629,0.0122321,0.00812182,0.222881,0.125323,-0.0145012,-0.0149637,0.0253695
0.0568285,0.295233,0.0153156,-0.0545034,0.346503,0.187694,0.037319,-0.0288768,0.0124409
0.0614169,0.294425,0.0207561,-0.0517658,0.238742,0.335617,0.0881287,-0.0332049,-0.00371271
0.0617691,0.293871,0.0297818,-0.0637717,0.036726,0.51856,0.108382,-0.0312028,-0.00604492
0.056457,0.293429,0.0427509,-0.0391976,-0.154107,0.699395,0.0913858,-0.0253084,-0.0351427
0.0480972,0.293973,0.0585089,0.0117028,-0.210661,0.793779,0.0814253,-0.0127638,-0.033127
0.0393811,0.295137,0.0756729,0.0175826,-0.145423,0.838587,0.0634361,-0.0150675,-0.0281715
0.0321891,0.295665,0.0936078,-0.0257626,-0.0461553,0.867773,0.0542807,-0.0195369,-0.0338773
0.0265493,0.295235,0.112032,-0.071314,0.00977254,0.878804,0.0572898,-0.0189721,-0.0368284
0.0220037,0.293548,0.130362,-0.14004,0.0751252,0.854869,0.0595362,-0.0169551,-0.0367369
0.0196817,0.290322,0.147825,-0.226388,0.195189,0.805987,0.060321,0.00304198,-0.0270496
0.019997,0.284802,0.164429,-0.35969,0.299039,0.770795,0.0549522,0.0288461,-0.021172
0.0222129,0.277027,0.180704,-0.42618,0.369606,0.777603,0.0661144,0.0445234,-0.0254249
0.0250573,0.269132,0.197752,-0.386894,0.343447,0.839128,0.0694752,0.0660194,-0.0259244
0.0257989,0.262425,0.21613,-0.324702,0.220289,0.908453,0.0652513,0.0630885,-0.0346492
0.0248042,0.257234,0.235685,-0.245879,0.186705,0.949413,0.0359356,0.0592161,-0.013913
0.0229931,0.253323,0.255174,-0.189204,0.107746,0.909258,0.0220084,0.0580563,-0.0119988
0.0196861,0.250632,0.273095,-0.115414,0.0290835,0.803607,0.0127906,0.0476987,-0.0096575
0.016132,0.249171,0.288392,-0.0597974,-0.00444707,0.674497,0.013679,0.0518828,0.00419325
