attitude_roll,attitude_pitch,attitude_yaw,rotationRate_x,rotationRate_y,rotationRate_z,acceleration_x,acceleration_y,acceleration_z
0.0233577,0.17552,-0.0657285,0.400021,-0.631135,0.410499,-0.129549,0.114089,-0.11953
0.00393558,0.181197,-0.0597353,0.188475,-1.14184,0.151636,-0.135081,0.275697,-0.0659853
-0.0195942,0.18506,-0.0606872,0.222269,-1.11543,-0.252914,-0.089964,0.336075,0.0798892
-0.0355786,0.191156,-0.0688318,0.3616,-0.578987,-0.520765,-0.0102124,0.250708,0.248406
-0.0386198,0.199645,-0.0792807,0.421993,0.0527576,-0.483635,0.0628372,0.0673403,0.343862
-0.0311727,0.208335,-0.0864382,0.412015,0.516414,-0.231944,0.105231,-0.107774,0.335644
-0.0172202,0.2163,-0.0883377,0.373347,0.796374,0.0203778,0.134753,-0.171414,0.2741
-0.00103163,0.223666,-0.0861265,0.357933,0.821016,0.165467,0.140578,-0.161068,0.156075
0.0125933,0.230203,-0.0818022,0.270545,0.599402,0.258654,0.143333,-0.140782,0.0493638
0.0193935,0.234222,-0.0749645,0.125291,0.235661,0.431843,0.175961,-0.151733,-0.015769
0.018515,0.236204,-0.0635617,0.0601981,-0.0103927,0.676954,0.17507,-0.169062,-0.030741
0.0140705,0.237704,-0.0473141,0.0803925,-0.0301521,0.881107,0.146955,-0.142336,0.00515592
0.00947681,0.240348,-0.0282359,0.161181,-0.00170018,0.947305,0.103055,-0.0873223,0.0350391
0.00566396,0.24468,-0.00838471,0.254989,0.14459,0.961288,0.0925425,-0.0390195,0.050659
0.0067504,0.250665,0.0112606,0.314018,0.43481,0.945671,0.0733861,-0.0151348,0.0385345
0.0118773,0.257996,0.0313284,0.399772,0.527002,0.995053,0.056677,-0.00890937,-0.0618364
0.0154506,0.266837,0.0518937,0.431688,0.330324,0.975562,0.042012,0.0235083,-0.175047
0.0145672,0.27528,0.071124,0.341683,0.112748,0.882429,0.0366409,0.0765498,-0.178073
0.0110812,0.279478,0.0898117,0.0182782,0.0915014,0.958677,0.00442463,0.0170956,-0.116206
0.00763562,0.276675,0.112145,-0.280201,0.196824,1.15616,-0.0101223,-0.0162703,-0.10622
0.00622281,0.271551,0.136527,-0.17546,0.295898,1.15015,0.0502949,0.121147,-0.154033
0.0051059,0.27136,0.158657,0.129125,0.141851,0.940069,0.0645695,0.237875,-0.228652
0.00123322,0.276439,0.174887,0.360176,-0.0862153,0.61786,0.0903816,0.285032,-0.224689
-0.00544546,0.284757,0.185573,0.422198,-0.260515,0.460367,0.109474,0.185877,-0.165956
-0.0144155,0.291981,0.197541,0.304042,-0.264453,0.738629,0.14529,0.0209591,-0.0682573
-0.0255772,0.297271,0.217771,0.279473,-0.274815,1.17143,0.168908,-0.0480914,-0.015853
-0.0394629,0.302186,0.245695,0.269149,-0.281337,1.4188,0.153998,0.0203556,0.0214499
-0.0544048,0.304517,0.275755,0.0765954,-0.310359,1.39968,0.1161,0.140089,0.0566146
-0.0700603,0.302175,0.304507,-0.134944,-0.388416,1.35392,0.0777719,0.183339,0.0528134
-0.0864951,0.295955,0.333055,-0.243784,-0.397015,1.40555,0.019277,0.163572,0.0473084
-0.102713,0.288657,0.361756,-0.213494,-0.406044,1.35133,-0.0401068,0.188641,0.0522534
-0.118234,0.281736,0.386477,-0.228147,-0.443157,1.03478,-0.0741306,0.232949,0.0680494
-0.131567,0.274508,0.40305,-0.273969,-0.422221,0.647329,-0.0792298,0.205811,0.109651
-0.141476,0.267905,0.41381,-0.222688,-0.248041,0.507423,-0.0543639,0.0800196,0.167919
-0.145544,0.263234,0.423929,-0.0825176,0.129915,0.539525,-0.0261638,-0.0442231,0.221931
-0.144559,0.261244,0.435985,0.011707,0.202511,0.634468,0.00287695,-0.100909,0.157531
-0.14644,0.259034,0.449058,-0.0464699,-0.0657624,0.611273,0.0149044,-0.0336176,0.0546805
-0.152588,0.256001,0.459747,-0.0983483,-0.253412,0.439835,0.0358672,0.0499515,0.0411463
-0.160019,0.252767,0.467111,-0.105306,-0.275779,0.339862,0.0512164,0.035698,0.0806559
-0.166321,0.248986,0.474123,-0.166477,-0.165286,0.410056,0.0644722,-0.0500722,0.155343
-0.169965,0.243202,0.483219,-0.251465,0.0166723,0.555449,0.0977794,-0.0925924,0.215253
-0.171106,0.235725,0.494921,-0.287339,0.130074,0.678682,0.107809,-0.0906405,0.198381
-0.171853,0.227314,0.508307,-0.316245,0.0964222,0.731395,0.0923444,-0.0481367,0.117867
